Timestamp,Age,Gender,Location,  How often do you play video games?  ,  How many hours do you typically spend gaming in a week?  ,  Which device do you play games on the most?(Check all that apply)  ,What genres of video games do you play? (Check all that apply)  ,  What is your favorite game?  ,How do you discover new games? (Check all that apply)  ,  Do you prefer single-player or multiplayer games?  ," How much do you spend on gaming monthly (including in-game purchases, new games, etc.)?  ",Why do you play video games? (Check all that apply)  
25/10/2024,25,Female,"Bangalore, Karnataka",A few times in a week,Less than 5 hours,"PC, Console (PlayStation, Xbox, etc.), Mobile","Action/Adventure, First-Person Shooter (FPS)",Fornite,"Social Media, Friends/Family Recommendations",Both,Less than ?100,"For fun/entertainment, To relieve stress, To improve skills/competition"
25/10/2024,17,Female,Ohio,A few times in a week,5-10 hours,PC,"Action/Adventure, Puzzle/Strategy, Simulation (e.g., The Sims)","bgmi,coc,chess","YouTube/Streaming platforms (Twitch, etc.)",Multiplayer,?100-500,"For fun/entertainment, To relieve stress, To socialize with friends, To improve skills/competition"
25/10/2024,34,Male,Texas,Daily,5-10 hours,"PC, Mobile","First-Person Shooter (FPS), Sports",efootball,Friends/Family Recommendations,Both,Less than ?100,"For fun/entertainment, To relieve stress"
25/10/2024,20,Female,Ohio,Rarely/Never,10-20 hours,"PC, Mobile","Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG), Puzzle/Strategy, Simulation (e.g., The Sims), MMO (Massively Multiplayer Online)",Many,"Social Media, Gaming Forums, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.), my own ways!!!",Single-player,Less than ?100,"For fun/entertainment, To improve skills/competition, learning how it's designed, etc"
25/10/2024,17,Female,Mumbai,Daily,5-10 hours,"Console, Mobile",Sports,FC MOBILE,"Social Media, Gaming Forums",Single-player,More than ?1000,"For fun/entertainment, To relieve stress"
25/10/2024,24,Female,London,Daily,More than 20 hours,"Console, Mobile","Puzzle/Strategy, Simulation (e.g., The Sims)",Wukong ,Social Media,Multiplayer,?100-500,To improve skills/competition
25/10/2024,33,Female,"Bangalore, Karnataka",Daily,5-10 hours,"Console, Mobile",First-Person Shooter (FPS),Call of Duty,Gaming Forums,Both,More than ?1000,For fun/entertainment
25/10/2024,22,Female,Toronto,Daily,Less than 5 hours,"Console (PlayStation, Xbox, etc.)",Puzzle/Strategy,Subway,Social Media,Multiplayer,?500-1000,For fun/entertainment
25/10/2024,30,Female,Mumbai,Daily,Less than 5 hours,PC,"Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG)",Solo leveling arise ,Friends/Family Recommendations,Both,?100-500,"For fun/entertainment, To relieve stress, To socialize with friends, To improve skills/competition"
25/10/2024,19,Female,London,Daily,Less than 5 hours,Tablet,Sports,Efootball,Social Media,Multiplayer,More than ?1000,For fun/entertainment
25/10/2024,15,Female,New York,A few times a week,10-20 hours,"Console, Mobile","Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG), MMO (Massively Multiplayer Online)",Call of Duty,"Social Media, Gaming Forums, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.)",Both,?500-1000,"For fun/entertainment, To relieve stress"
25/10/2024,26,Female,Ohio,A few times a week,More than 20 hours,"PC, Console","First-Person Shooter (FPS), Role-Playing Games (RPG), Simulation (e.g., The Sims)",Call of Duty,"Gaming Forums, YouTube/Streaming platforms (Twitch, etc.)",Single-player,?500-1000,"For fun/entertainment, To relieve stress, To socialize with friends, To improve skills/competition"
25/10/2024,20,Female,Toronto,Daily,More than 20 hours,Mobile,First-Person Shooter (FPS),BGMI ,Social Media,Multiplayer,More than ?1000,To relieve stress
25/10/2024,24,Male,Texas,Rarely/Never,Less than 5 hours,"PC, Console","Action/Adventure, MMO (Massively Multiplayer Online)",Moba Legends,Friends/Family Recommendations,Both,More than ?1000,"For fun/entertainment, To socialize with friends, To improve skills/competition"
25/10/2024,21,Male,Toronto,A few times a week,More than 20 hours,PC,"Action/Adventure, Sports, MMO (Massively Multiplayer Online)","Free fire,wuthering waves",Social Media,Both,?100-500,For fun/entertainment
25/10/2024,19,Male,New York,A few times a week,10-20 hours,"PC, Console","Action/Adventure, Role-Playing Games (RPG), MMO (Massively Multiplayer Online)",Wuther waves,"Social Media, Friends/Family Recommendations",Both,?100-500,"For fun/entertainment, To improve skills/competition"
25/10/2024,34,Female,Mumbai,Daily,10-20 hours,"PC, Mobile","Action/Adventure, Role-Playing Games (RPG)",Rhythm Rush lite,"Social Media, Gaming Forums",Both,Less than ?100,To relieve stress
25/10/2024,30,Female,London,Daily,10-20 hours,Tablet,"Action/Adventure, First-Person Shooter (FPS), Puzzle/Strategy",Solo Levelling,"Gaming Forums, Game Reviews/Blogs",Multiplayer,?100-500,"For fun/entertainment, To relieve stress, To socialize with friends, To improve skills/competition"
25/10/2024,30,Female,California,Rarely/Never,Less than 5 hours,"Console (PlayStation, Xbox, etc.)",MMO (Massively Multiplayer Online),Call of Duty,"Gaming Forums, Game Reviews/Blogs",Both,More than ?1000,To relieve stress
25/10/2024,20,Male,Florida,Daily,More than 20 hours,Tablet,"Action/Adventure, First-Person Shooter (FPS), Puzzle/Strategy, MMO (Massively Multiplayer Online)",Wuthering waves ,"Social Media, Gaming Forums, Friends/Family Recommendations, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.)",Both,More than ?1000,For fun/entertainment
25/10/2024,30,Female,"Bangalore, Karnataka",Daily,More than 20 hours,"PC, Console","Action/Adventure, First-Person Shooter (FPS)",Red dead redemption 2,Friends/Family Recommendations,Multiplayer,?500-1000,"For fun/entertainment, To relieve stress"
25/10/2024,22,Male,London,Daily,5-10 hours,Tablet,"Action/Adventure, Sports",Chess and clash of clans ,I search myself from playstore ,Single-player,?100-500,If no other better work
25/10/2024,15,Male,London,Rarely/Never,More than 20 hours,Mobile,"Action/Adventure, Role-Playing Games (RPG)",God of war ragnarok,"Friends/Family Recommendations, YouTube/Streaming platforms (Twitch, etc.)",Both,?500-1000,"For fun/entertainment, To relieve stress"
25/10/2024,31,Female,Delhi,Rarely/Never,More than 20 hours,"Console (PlayStation, Xbox, etc.)","Action/Adventure, First-Person Shooter (FPS)",Fornite,"Social Media, Friends/Family Recommendations",Multiplayer,?500-1000,"For fun/entertainment, To relieve stress, To improve skills/competition"
25/10/2024,28,Female,California,Rarely/Never,5-10 hours,Tablet,"Action/Adventure, Puzzle/Strategy, Simulation (e.g., The Sims)","bgmi,coc,chess","YouTube/Streaming platforms (Twitch, etc.)",Both,More than ?1000,"For fun/entertainment, To relieve stress, To socialize with friends, To improve skills/competition"
25/10/2024,27,Female,New York,Rarely/Never,10-20 hours,"PC, Console","First-Person Shooter (FPS), Sports",efootball,Friends/Family Recommendations,Single-player,?100-500,"For fun/entertainment, To relieve stress"
25/10/2024,20,Male,Delhi,A few times a week,10-20 hours,PC,"Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG), Puzzle/Strategy, Simulation (e.g., The Sims), MMO (Massively Multiplayer Online)",Many,"Social Media, Gaming Forums, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.), my own ways!!!",Both,Less than ?100,To relieve stress
25/10/2024,25,Female,Texas,Rarely/Never,5-10 hours,Tablet,Sports,FC MOBILE,"Social Media, Gaming Forums",Single-player,More than ?1000,"To relieve stress, For fun/entertainment, To improve skills/competition"
25/10/2024,24,Male,Florida,Rarely/Never,5-10 hours,"Console (PlayStation, Xbox, etc.)","Puzzle/Strategy, Simulation (e.g., The Sims)",Wukong ,Social Media,Multiplayer,?500-1000,To improve skills/competition
25/10/2024,32,Female,Toronto,A few times a week,5-10 hours,"PC, Console",First-Person Shooter (FPS),Call of Duty,Gaming Forums,Both,More than ?1000,"To socialize, To improve skills/competition, For fun/entertainment"
25/10/2024,15,Male,New York,Rarely/Never,More than 20 hours,"Console (PlayStation, Xbox, etc.)",Puzzle/Strategy,Subway,Social Media,Multiplayer,?100-500,"To socialize, To relieve stress"
25/10/2024,22,Female,Delhi,Daily,5-10 hours,"Console, Mobile","Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG)",Solo leveling arise ,Friends/Family Recommendations,Both,More than ?1000,"To improve skills/competition, For fun/entertainment"
25/10/2024,19,Female,"Bangalore, Karnataka",A few times a week,10-20 hours,PC,Sports,Efootball,Social Media,Multiplayer,?100-500,"To improve skills/competition, To socialize"
25/10/2024,34,Female,Texas,Rarely/Never,Less than 5 hours,"Console, Mobile","Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG), MMO (Massively Multiplayer Online)",Call of Duty,"Social Media, Gaming Forums, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.)",Both,?500-1000,"To relieve stress, To socialize"
25/10/2024,25,Male,Mumbai,Daily,5-10 hours,"PC, Console","First-Person Shooter (FPS), Role-Playing Games (RPG), Simulation (e.g., The Sims)",Call of Duty,"Gaming Forums, YouTube/Streaming platforms (Twitch, etc.)",Single-player,?500-1000,"To socialize, For fun/entertainment"
25/10/2024,20,Female,Florida,Rarely/Never,Less than 5 hours,Tablet,First-Person Shooter (FPS),BGMI ,Social Media,Multiplayer,More than ?1000,"To relieve stress, For fun/entertainment, To socialize"
25/10/2024,33,Male,Mumbai,A few times a week,More than 20 hours,Mobile,"Action/Adventure, MMO (Massively Multiplayer Online)",Moba Legends,Friends/Family Recommendations,Both,Less than ?100,"To improve skills/competition, To socialize"
25/10/2024,15,Female,Ohio,Daily,More than 20 hours,Mobile,"Action/Adventure, Sports, MMO (Massively Multiplayer Online)","Free fire,wuthering waves",Social Media,Both,?100-500,"To socialize, To relieve stress"
25/10/2024,30,Female,Florida,A few times a week,Less than 5 hours,Mobile,"Action/Adventure, Role-Playing Games (RPG), MMO (Massively Multiplayer Online)",Wuther waves,"Social Media, Friends/Family Recommendations",Both,?100-500,"To improve skills/competition, For fun/entertainment, To relieve stress"
25/10/2024,15,Female,California,A few times a week,10-20 hours,Tablet,"Action/Adventure, Role-Playing Games (RPG)",Rhythm Rush lite,"Social Media, Gaming Forums",Both,Less than ?100,"To socialize, To relieve stress, For fun/entertainment"
25/10/2024,27,Female,Delhi,Rarely/Never,10-20 hours,"PC, Mobile","Action/Adventure, First-Person Shooter (FPS), Puzzle/Strategy",Solo Levelling,"Gaming Forums, Game Reviews/Blogs",Multiplayer,?500-1000,"To improve skills/competition, For fun/entertainment, To socialize"
25/10/2024,16,Male,Ohio,A few times a week,5-10 hours,"Console, Mobile",MMO (Massively Multiplayer Online),Call of Duty,"Gaming Forums, Game Reviews/Blogs",Both,Less than ?100,For fun/entertainment
25/10/2024,35,Female,Florida,Daily,10-20 hours,Mobile,"Action/Adventure, First-Person Shooter (FPS), Puzzle/Strategy, MMO (Massively Multiplayer Online)",Wuthering waves ,"Social Media, Gaming Forums, Friends/Family Recommendations, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.)",Both,?100-500,"For fun/entertainment, To socialize"
25/10/2024,26,Male,New York,Rarely/Never,More than 20 hours,"Console (PlayStation, Xbox, etc.)","Action/Adventure, First-Person Shooter (FPS)",Red dead redemption 2,Friends/Family Recommendations,Multiplayer,Less than ?100,"For fun/entertainment, To improve skills/competition"
25/10/2024,18,Male,Texas,Daily,5-10 hours,Mobile,"Action/Adventure, Sports",Chess and clash of clans ,I search myself from playstore ,Single-player,?100-500,"To relieve stress, To socialize, To improve skills/competition"
25/10/2024,30,Male,Delhi,Daily,10-20 hours,"Console, Mobile","Action/Adventure, Role-Playing Games (RPG)",God of war ragnarok,"Friends/Family Recommendations, YouTube/Streaming platforms (Twitch, etc.)",Both,?100-500,"To relieve stress, To improve skills/competition"
25/10/2024,26,Female,California,Daily,More than 20 hours,Tablet,"Action/Adventure, First-Person Shooter (FPS)",Fornite,"Social Media, Friends/Family Recommendations",Multiplayer,?500-1000,To relieve stress
25/10/2024,32,Male,New York,Rarely/Never,More than 20 hours,PC,"Action/Adventure, Puzzle/Strategy, Simulation (e.g., The Sims)","bgmi,coc,chess","YouTube/Streaming platforms (Twitch, etc.)",Both,Less than ?100,"To socialize, To relieve stress"
25/10/2024,16,Male,Toronto,Rarely/Never,Less than 5 hours,"Console, Mobile","First-Person Shooter (FPS), Sports",efootball,Friends/Family Recommendations,Both,?500-1000,"To improve skills/competition, To relieve stress, To socialize"
25/10/2024,22,Female,New York,Daily,Less than 5 hours,"PC, Mobile","Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG), Puzzle/Strategy, Simulation (e.g., The Sims), MMO (Massively Multiplayer Online)",Many,"Social Media, Gaming Forums, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.), my own ways!!!",Multiplayer,Less than ?100,"To improve skills/competition, To socialize"
25/10/2024,24,Male,London,Rarely/Never,Less than 5 hours,Mobile,Sports,FC MOBILE,"Social Media, Gaming Forums",Both,?500-1000,"To relieve stress, For fun/entertainment, To socialize"
25/10/2024,21,Male,New York,A few times a week,10-20 hours,Tablet,"Puzzle/Strategy, Simulation (e.g., The Sims)",Wukong ,Social Media,Single-player,?500-1000,To socialize
25/10/2024,32,Male,New York,Daily,Less than 5 hours,"PC, Console",First-Person Shooter (FPS),Call of Duty,Gaming Forums,Multiplayer,?100-500,"To socialize, To relieve stress, For fun/entertainment"
25/10/2024,19,Male,Florida,Rarely/Never,5-10 hours,PC,Puzzle/Strategy,Subway,Social Media,Both,More than ?1000,"To socialize, For fun/entertainment"
25/10/2024,16,Female,Florida,Daily,10-20 hours,"Console (PlayStation, Xbox, etc.)","Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG)",Solo leveling arise ,Friends/Family Recommendations,Both,?500-1000,To relieve stress
25/10/2024,30,Male,Ohio,Rarely/Never,More than 20 hours,"Console (PlayStation, Xbox, etc.)",Sports,Efootball,Social Media,Both,?100-500,"To socialize, To improve skills/competition, For fun/entertainment"
25/10/2024,19,Male,Ohio,Daily,More than 20 hours,PC,"Action/Adventure, First-Person Shooter (FPS), Role-Playing Games (RPG), MMO (Massively Multiplayer Online)",Call of Duty,"Social Media, Gaming Forums, Game Reviews/Blogs, YouTube/Streaming platforms (Twitch, etc.)",Both,?500-1000,"To improve skills/competition, To socialize"
25/10/2024,19,Female,Toronto,Daily,10-20 hours,"Console (PlayStation, Xbox, etc.)","First-Person Shooter (FPS), Role-Playing Games (RPG), Simulation (e.g., The Sims)",Call of Duty,"Gaming Forums, YouTube/Streaming platforms (Twitch, etc.)",Multiplayer,Less than ?100,"To socialize, To relieve stress"
